system_id,system_label,model,harness,system_group,protocol_id,protocol_label,trial_review_status,error_id,task,category,entity_type,substantive,benchmark_validity,attribution,adjudication_status,process_cause,root_error_id,is_consolidated_root_error
gpt_pi,GPT + Pi,GPT,Pi,shared,10x_chromium_3_gene_expression_v4,10x 3' GEX v4,pending,err_0017,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,10x_chromium_3_gene_expression_v4,10x 3' GEX v4,pending,err_0018,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,10x_chromium_3_gene_expression_v4,10x 3' GEX v4,pending,err_0019,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,10x_chromium_3_gene_expression_v4,10x 3' GEX v4,pending,err_0020,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,10x_chromium_3_gene_expression_v4,10x 3' GEX v4,pending,err_0021,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,10x_chromium_3_gene_expression_v4,10x 3' GEX v4,pending,err_0022,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,10x_chromium_3_gene_expression_v4,10x 3' GEX v4,pending,err_0023,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,10x_chromium_3_gene_expression_v4,10x 3' GEX v4,pending,err_0024,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,10x_chromium_3_gene_expression_v4,10x 3' GEX v4,pending,err_0025,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0001,T2,unsupported_completion,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0002,T2,unsupported_completion,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0003,T2,unsupported_completion,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0004,T2,unsupported_completion,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0005,T3,missing_recoverable_information,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0006,T3,missing_recoverable_information,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0007,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0008,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0009,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0010,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0011,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0012,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0013,T3,operation_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0014,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0015,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0016,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0017,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0018,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0019,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0020,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0021,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0022,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0023,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0024,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0025,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0026,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0027,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0028,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0029,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0030,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0031,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0032,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0033,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0034,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0035,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,pending,err_0036,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0001,T2,unsupported_completion,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0002,T2,unsupported_completion,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0003,T2,unsupported_completion,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0004,T2,unsupported_completion,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0005,T2,workflow_or_topology_error,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0006,T2,workflow_or_topology_error,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0007,T2,workflow_or_topology_error,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0008,T3,missing_recoverable_information,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0009,T3,unsupported_completion,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0010,T3,workflow_or_topology_error,terminal_output,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0011,T3,workflow_or_topology_error,terminal_output,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0012,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0013,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0014,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0015,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0016,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0017,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0018,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0019,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0020,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0021,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0022,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0023,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0024,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0025,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0026,T3,operation_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0027,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0028,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0029,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0030,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0031,T3,operation_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0032,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0033,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0034,T3,operation_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0035,T3,workflow_or_topology_error,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0036,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0037,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0038,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0039,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0040,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0041,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0042,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0043,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0044,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0045,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0046,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0047,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0048,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0049,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0050,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0051,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0052,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0053,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0054,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0055,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0056,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0057,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0058,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,dr_seq,DR-seq,pending,err_0059,T3,workflow_or_topology_error,typed_edge,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0001,T2,unsupported_completion,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0002,T2,unsupported_completion,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0003,T2,unsupported_completion,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0004,T2,unsupported_completion,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0005,T2,missing_recoverable_information,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0006,T2,workflow_or_topology_error,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0007,T2,missing_recoverable_information,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0008,T2,workflow_or_topology_error,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0009,T2,missing_recoverable_information,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0010,T2,molecular_state_or_assembly_error,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0011,T2,workflow_or_topology_error,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0012,T2,workflow_or_topology_error,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0013,T2,molecular_state_or_assembly_error,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0014,T2,molecular_state_or_assembly_error,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0015,T2,workflow_or_topology_error,oligo_family,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0016,T3,unsupported_completion,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0017,T3,unsupported_completion,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0018,T3,unsupported_completion,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0019,T3,unsupported_completion,state,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0020,T3,unsupported_completion,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0021,T3,unsupported_completion,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0022,T3,unsupported_completion,transition,True,unresolved,unresolved,pending,unresolved,,0
gpt_pi,GPT + Pi,GPT,Pi,shared,indrop_v1,inDrop v1,pending,err_0023,T3,molecular_state_or_assembly_error,state,True,unresolved,unresolved,pending,unresolved,,0
